cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 12 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
5350.78 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 385 0.282552 0.73397 9 159 68 190.537 30858.6 52705 2.55426e+06
5350.78 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 15387 0.430209 0.840875 85 1356 2118 374.397 30858.6 52705 2.55426e+06
5350.78 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 5738 0.36735 0.917812 96 604 1307 313.834 30858.6 52705 2.55426e+06
5350.78 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 4627 0.410064 0.841561 12 175 352 189.984 30858.6 52705 2.55426e+06
5350.78 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 8895 0.407717 0.780585 16 462 389 300.586 30858.6 52705 2.55426e+06
5350.78 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 24800 0.479933 0.8433 62 2565 2070 348.745 30858.6 52705 2.55426e+06
5350.78 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 21769 0.570426 0.911356 104 873 2118 244.945 30858.6 52705 2.55426e+06
5350.78 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 16757 0.463454 0.871468 53 609 1096 234.735 30858.6 52705 2.55426e+06
5350.78 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 1330 0.304301 0.840715 19 116 329 196.499 30858.6 52705 2.55426e+06
5350.78 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 12345 0.46428 0.837235 11 357 698 198.833 30858.6 52705 2.55426e+06
5350.78 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 33607 0.565343 0.84757 69 3262 1682 307.122 30858.6 52705 2.55426e+06
5350.78 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 22865 0.50112 0.893309 36 307 1912 259.519 30858.6 52705 2.55426e+06
5350.78 0.484508 0.68088 0.442019 -0.625758 -0.329652 0.642717 -0.294402 0 0 0 0 0 16159 0.49068 0.8347 27 578 2740 325.701 30858.6 52705 2.55426e+06
5350.78 -0.390001 0.797603 0.102341 0.69861 -0.00796278 0.0803345 0.710934 0 0 0 0 0 12052 0.436004 0.821229 76 2227 882 299.408 30858.6 52705 2.55426e+06
5350.78 0.28435 0.856581 0.177665 0.0637637 0.802772 -0.565565 0.17784 0 0 0 0 0 15132 0.57532 0.931188 51 969 1364 174.751 30858.6 52705 2.55426e+06
5350.78 0.282661 0.868449 0.178803 0.0895735 0.709265 -0.679196 0.166173 0 0 0 0 0 15841 0.515814 0.893567 35 352 1418 243.968 30858.6 52705 2.55426e+06
5350.78 -0.138856 0.824054 0.442019 0.451972 0.544026 -0.48113 0.517949 0 0 0 0 0 5053 0.389951 0.870372 59 1807 555 313.472 30858.6 52705 2.55426e+06
5350.78 -0.830547 0.280563 0.103551 0.5477 0.205187 0.381267 0.715932 0 0 0 0 0 531 0.333375 0.838687 22 378 120 108.583 30858.6 52705 2.55426e+06
5350.78 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0 0 0 0 0 7665 0.467261 0.898817 56 1300 644 131.041 30858.6 52705 2.55426e+06
5350.78 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0 0 0 0 0 6878 0.40952 0.853059 46 671 661 251.18 30858.6 52705 2.55426e+06
5350.78 -0.670803 0.477918 0.441952 0.108066 0.704712 -0.142509 0.686581 0 0 0 0 0 9401 0.456755 0.868049 54 1864 536 295.439 30858.6 52705 2.55426e+06
5350.78 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0 0 0 0 0 11861 0.479709 0.843909 69 2602 457 301.74 30858.6 52705 2.55426e+06
5350.78 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0 0 0 0 0 402 0.285328 0.812113 5 243 57 106.91 30858.6 52705 2.55426e+06
5350.78 -0.856581 0.28435 0.177665 -0.522558 0.612733 -0.274163 0.525666 0 0 0 0 0 15849 0.589414 0.88677 97 646 1045 202.051 30858.6 52705 2.55426e+06
5350.78 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0 0 0 0 0 21478 0.521763 0.836392 80 1599 626 257.739 30858.6 52705 2.55426e+06
5350.78 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0 0 0 0 0 16734 0.552563 0.832847 54 2463 780 264.944 30858.6 52705 2.55426e+06
5350.78 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0 0 0 0 0 21675 0.550973 0.852081 54 1871 818 275.501 30858.6 52705 2.55426e+06
5350.78 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0 0 0 0 0 862 0.339516 0.826587 4 215 123 116.755 30858.6 52705 2.55426e+06
5350.78 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0 0 0 0 0 10677 0.467109 0.854213 92 923 1302 352.902 30858.6 52705 2.55426e+06
5350.78 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0 0 0 0 0 10550 0.450183 0.927485 55 961 925 200.024 30858.6 52705 2.55426e+06
5350.78 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0 0 0 0 0 5079 0.331435 0.888081 51 863 513 267.972 30858.6 52705 2.55426e+06
5350.78 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0 0 0 0 0 2680 0.339431 0.839521 31 1124 323 243.701 30858.6 52705 2.55426e+06
5350.78 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0 0 0 0 0 170 0.261903 0.772911 3 83 17 150.318 30858.6 52705 2.55426e+06
5350.78 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0 0 0 0 0 10400 0.393536 0.842297 90 1200 1173 333.418 30858.6 52705 2.55426e+06
5350.78 -0.28435 -0.856581 0.177665 -0.802772 0.0637637 0.17784 0.565565 0 0 0 0 0 4842 0.4414 0.90858 52 579 713 183.359 30858.6 52705 2.55426e+06
5350.78 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0 0 0 0 0 4258 0.392469 0.876816 29 370 609 260.579 30858.6 52705 2.55426e+06
5350.78 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0 0 0 0 0 2922 0.336702 0.822645 32 642 354 258.429 30858.6 52705 2.55426e+06
