cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 0
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfNodes weight: 0

Retrieved for step: 10 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes
5011.18 0.830547 -0.280563 0.103551 -0.205187 0.5477 0.715932 -0.381267 0 0 0 0 0 410 0.324538 0.735835 9 173 80 188.993 25720.6 44056 2.15039e+06
5011.18 0.839763 -0.288218 0.102341 -0.25999 0.648479 0.626075 -0.346282 0 0 0 0 0 24072 0.487015 0.837946 73 2455 1659 341.063 25720.6 44056 2.15039e+06
5011.18 0.404629 -0.80676 0.177665 0.766066 0.248298 -0.380735 -0.454458 0 0 0 0 0 6295 0.378539 0.926306 93 562 1357 302.245 25720.6 44056 2.15039e+06
5011.18 0.670803 -0.477918 0.441952 0.704712 -0.108066 -0.686581 -0.142509 0 0 0 0 0 7816 0.476263 0.865292 11 180 192 182.688 25720.6 44056 2.15039e+06
5011.18 0.68088 -0.484508 0.442019 0.675576 -0.209379 -0.662643 -0.246296 0 0 0 0 0 15436 0.518117 0.803415 7 411 243 274.018 25720.6 44056 2.15039e+06
5011.18 0.797603 0.390001 0.102341 0.488361 -0.499622 -0.445901 0.559511 0 0 0 0 0 18167 0.455752 0.84218 21 1281 1591 303.349 25720.6 44056 2.15039e+06
5011.18 0.856581 -0.28435 0.177665 0.612733 0.522558 -0.525666 -0.274163 0 0 0 0 0 27309 0.63516 0.915 89 752 1211 217 25720.6 44056 2.15039e+06
5011.18 0.868449 -0.282661 0.178803 -0.564864 -0.438188 0.597766 0.362762 0 0 0 0 0 21702 0.505247 0.872549 51 576 667 224.363 25720.6 44056 2.15039e+06
5011.18 0.812268 0.136391 0.441952 0.692424 0.169842 -0.688854 0.131082 0 0 0 0 0 6574 0.445774 0.841281 20 126 1256 190.609 25720.6 44056 2.15039e+06
5011.18 0.280563 0.830547 0.103551 0.532372 -0.242193 -0.236644 0.775836 0 0 0 0 0 14164 0.49115 0.876714 13 839 693 190.959 25720.6 44056 2.15039e+06
5011.18 0.288218 0.839763 0.102341 0.642384 -0.274703 -0.197843 0.68756 0 0 0 0 0 29480 0.558675 0.872358 42 2269 1298 258.794 25720.6 44056 2.15039e+06
5011.18 0.813958 0.414215 0.178803 -0.354179 -0.620997 0.691087 0.106393 0 0 0 0 0 25414 0.532608 0.904771 25 178 1789 246.974 25720.6 44056 2.15039e+06
