
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43291e+09 0.596306 -0.760459 0.201752 0.216699 0.664108 0.6529 0.292786 0.0736936 0 0 0 2.73057 16790 165.153 99 18.7674 125 40.0372 7676.7 13507 183526 107427 245754 2.73057 0 4
1.43291e+09 0.402766 -0.584211 0.44202 -0.311303 0.635085 0.275575 0.651011 0.189381 0 0 0 2.79249 30518.6 329.055 201 142.632 131 30.0279 7676.7 13507 183526 107427 245754 2.73057 0.247656 7
1.43291e+09 1.25227 -0.82318 0.201752 -0.0539399 0.696483 0.715245 0.0206446 0.0650152 0 0 0 2.94472 45322.8 247.73 22 15.0139 193 208.944 7676.7 13507 183526 107427 245754 2.94472 0 4
1.43291e+09 0.990791 -0.835408 0.44202 0.530643 -0.467612 -0.503729 -0.495998 0.064205 0 0 0 3.00664 31689 207.693 41 22.5209 158 143.884 7676.7 13507 183526 107427 245754 2.94472 0.247656 7
1.43291e+09 1.76046 -0.403694 0.201752 -0.316366 0.622824 0.668701 -0.254639 0.0436787 0 0 0 2.87757 36725.8 195.181 6 8.75813 154 175.163 7676.7 13507 183526 107427 245754 2.87757 0 4
1.43291e+09 1.58421 -0.597234 0.44202 0.669198 -0.228949 -0.655195 -0.265474 0.0371516 0 0 0 2.93949 32513.3 167.656 8 6.25581 139 147.637 7676.7 13507 183526 107427 245754 2.87757 0.247656 7
1.43291e+09 1.82318 0.252271 0.201752 0.530629 -0.454347 -0.520353 0.491157 0.0298502 0 0 0 2.50594 23674 135.125 4 8.75813 107 122.614 7676.7 13507 183526 107427 245754 2.50594 0 4
1.43291e+09 1.83541 -0.00920896 0.44202 -0.705873 -0.0445699 0.706914 -0.00546673 0.0282665 0 0 0 2.56785 23697.8 142.632 3 2.50232 111 135.125 7676.7 13507 183526 107427 245754 2.50594 0.247656 7
1.43291e+09 1.40369 0.760459 0.201752 0.664108 -0.216699 -0.292786 0.6529 0.0460923 0 0 0 1.853 23013.9 130.121 39 21.2697 88 65.0604 7676.7 13507 183526 107427 245754 1.853 0 4
1.43291e+09 1.59723 0.584211 0.44202 -0.635085 -0.311303 0.651011 -0.275575 0.0255064 0 0 0 1.91491 20397.2 103.846 3 12.5116 86 87.5813 7676.7 13507 183526 107427 245754 1.853 0.247656 7
1.43291e+09 0.747729 0.82318 0.201752 0.696483 0.0539399 -0.0206446 0.715245 0.155732 0 0 0 0.98476 24700.9 242.725 120 166.404 59 26.2744 7676.7 13507 183526 107427 245754 0.98476 0 4
1.43291e+09 1.00921 0.835408 0.44202 0.467612 0.530643 -0.495998 0.503729 -2.92059e-05 0 0 0 1.04667 2080.34 12.5116 2 0 10 8.75813 7676.7 13507 183526 107427 245754 0.98476 0.247656 7
1.43291e+09 0.415789 0.597234 0.44202 0.228949 0.669198 -0.265474 0.655195 0.141457 0 0 0 0.061914 20223.7 217.702 120 133.874 56 23.7721 7676.7 13507 183526 107427 245754 0 0.247656 3
