
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
3516.37 0.784615 0.391029 0.103551 0.399744 -0.426945 -0.514679 0.626919 -0.268902 0 0 0 0.268902 10133 0.346217 0.630994 103 4604 393 253.266 41553.5 66167 2.82924e+06 0 1.07561 3
3516.37 0.796541 0.392165 0.102341 0.489039 -0.498959 -0.445141 0.560116 -0.270402 0 0 0 0.270402 38623 0.481959 0.754824 185 5968 1138 508.654 41553.5 66167 2.82924e+06 0 1.08161 4
3516.37 0.811895 0.138595 0.441952 0.692193 0.170782 -0.688676 0.132017 -0.205515 0 0 0 0.205515 1609 0.336618 0.702403 22 380 395 233.567 41553.5 66167 2.82924e+06 0 0.822059 3
3516.37 0.823674 0.141092 0.442019 -0.704188 -0.0660472 0.706419 -0.0269939 -0.207015 0 0 0 0.207015 6655 0.383071 0.692098 43 1407 455 367.521 41553.5 66167 2.82924e+06 0 0.828059 4
3516.37 0.278308 0.831305 0.103551 0.5327 -0.241471 -0.23559 0.776157 -0.488295 0 0 0 0.488295 24351 0.496925 0.536052 320 18782 1062 252.531 41553.5 66167 2.82924e+06 0.219393 1.07561 7
3516.37 0.285937 0.840543 0.102341 0.642757 -0.273831 -0.19691 0.687828 -0.489795 0 0 0 0.489795 31977 0.470898 0.722749 401 15698 3150 462.365 41553.5 66167 2.82924e+06 0.219393 1.08161 8
3516.37 0.805659 0.406817 0.177665 0.365144 0.71776 -0.590641 -0.0513285 -0.219393 0 0 0 0.219393 19285 0.439602 0.883525 143 2005 2269 347.782 41553.5 66167 2.82924e+06 0.219393 0 4
3516.37 0.812831 0.416423 0.178803 -0.353336 -0.621477 0.691231 0.105455 -0.220893 0 0 0 0.220893 5634 0.339071 0.815869 32 482 1120 299.585 41553.5 66167 2.82924e+06 0.219393 0.006 5
3516.37 0.476095 0.672098 0.441952 -0.574148 -0.422672 0.585733 -0.385512 -0.424908 0 0 0 0.424908 11420 0.358753 0.730695 92 3218 291 264.015 41553.5 66167 2.82924e+06 0.219393 0.822059 7
3516.37 0.482658 0.682193 0.442019 -0.62531 -0.330501 0.642316 -0.295274 -0.426408 0 0 0 0.426408 33772 0.445564 0.67049 316 16451 894 384.228 41553.5 66167 2.82924e+06 0.219393 0.828059 8
3516.37 -0.391029 0.784615 0.103551 0.584558 -0.0192341 0.0793654 0.807232 -0.707688 0 0 0 0.707688 10954 0.408924 0.580476 92 4885 477 178.15 41553.5 66167 2.82924e+06 0.438786 1.07561 7
3516.37 -0.392165 0.796541 0.102341 0.69862 -0.00701452 0.0812994 0.710824 -0.709188 0 0 0 0.709188 29527 0.462484 0.752181 198 9071 1532 454.83 41553.5 66167 2.82924e+06 0.438786 1.08161 8
3516.37 0.282023 0.85735 0.177665 0.062674 0.802858 -0.565323 0.178607 -0.438786 0 0 0 0.438786 11635 0.390386 0.862968 112 866 1817 384.885 41553.5 66167 2.82924e+06 0.438786 0 4
3516.37 0.280303 0.869214 0.178803 0.0886107 0.709385 -0.67897 0.167095 -0.440286 0 0 0 0.440286 9673 0.353782 0.786489 165 5998 975 308.232 41553.5 66167 2.82924e+06 0.438786 0.006 5
3516.37 -0.138595 0.811895 0.441952 0.368694 0.610215 -0.393617 0.580317 -0.644301 0 0 0 0.644301 34510 0.461762 0.685726 364 20703 1016 370.625 41553.5 66167 2.82924e+06 0.438786 0.822059 7
3516.37 -0.141092 0.823674 0.442019 0.451234 0.544639 -0.480426 0.518602 -0.645801 0 0 0 0.645801 37938 0.488738 0.631419 424 23257 1030 390.046 41553.5 66167 2.82924e+06 0.438786 0.828059 8
3516.37 -0.831305 0.278308 0.103551 0.547421 0.205931 0.382238 0.715413 -0.927082 0 0 0 0.927082 285 0.291961 0.506719 5 147 69 129.915 41553.5 66167 2.82924e+06 0.658179 1.07561 7
3516.37 -0.840543 0.285937 0.102341 0.648125 0.26087 0.347131 0.625604 -0.928582 0 0 0 0.928582 8680 0.375879 0.723245 97 1069 1350 432.82 41553.5 66167 2.82924e+06 0.658179 1.08161 8
3516.37 -0.406817 0.805659 0.177665 -0.249337 0.765728 -0.453941 0.381351 -0.658179 0 0 0 0.658179 14472 0.423683 0.856612 131 1814 2585 359.596 41553.5 66167 2.82924e+06 0.658179 0 4
3516.37 -0.416423 0.812831 0.178803 -0.189604 0.689297 -0.563342 0.414206 -0.659679 0 0 0 0.659679 15348 0.380247 0.753473 225 10118 1334 338.432 41553.5 66167 2.82924e+06 0.658179 0.006 5
3516.37 -0.672098 0.476095 0.441952 0.107109 0.704858 -0.141577 0.686774 -0.863694 0 0 0 0.863694 11322 0.325791 0.653088 198 9610 467 363.666 41553.5 66167 2.82924e+06 0.658179 0.822059 7
3516.37 -0.682193 0.482658 0.442019 0.208461 0.67586 -0.245396 0.662977 -0.865194 0 0 0 0.865194 9282 0.313913 0.6161 163 8089 279 354.97 41553.5 66167 2.82924e+06 0.658179 0.828059 8
