cost_weight: 1.2
information_weight: 1
IgnorantTotalIG weight: 0.25
OccupancyAwareTotalIG weight: 0.5
ClassicFrontier weight: 0
TotalUnknownIG weight: 0.5
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeIG weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfFree weight: 0
TotalEntropy weight: 0
TotalNrOfNodes weight: 0
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43275e+09 1.11864 0.826992 0.44202 -0.501457 -0.498782 0.528014 -0.470062 0.125492 0.0195513 -0.0125 0.0599957 0.300233 26321.2 212.046 226 0 11 0 3418.3 6323 39577 28453.3 63283 0.030571 1.07865 7
1.43275e+09 0.857814 0.849146 0.201752 0.698522 0.00807477 -0.067581 0.712345 0.141142 0 -0.0133333 0.0577316 0.0637289 34272.5 279.6 135 0 14 0 5337.03 9718 81064 52922.3 115612 0 0.254916 3
1.43275e+09 0.49912 0.668663 0.44202 0.272411 0.652714 -0.307937 0.636343 0.106965 0.0646123 -0.0142857 0.0447594 1.04667 43309.7 280.225 69 0 17 0 7464.53 13369 121986 76336.3 168407 0.98476 0.247656 7
1.43275e+09 0.299022 0.499897 0.201752 0.64226 0.274773 0.210166 0.683983 0.114715 0 -0.0153846 0.047473 0.0637289 33849.6 234.564 94 0 29 0 9662.43 17337 152185 93514.6 209022 0 0.254916 3
1.43275e+09 0.173008 0.11864 0.44202 0.00189174 0.707276 -0.0409789 0.705746 0.0625789 0.0184365 -0.0166667 0.0353018 1.04667 30620.4 197.033 60 0 24 0 10886.6 19437 186446 112535 252487 0.98476 0.247656 7
1.43275e+09 0.150854 -0.142186 0.201752 0.48822 0.499639 0.455917 0.551491 0.101488 0 -0.0181818 0.04158 0.0637289 27905.9 155.75 64 0 18 0 11531.7 20105 208323 122579 279131 0 0.254916 3
1.43275e+09 0.500103 -0.700978 0.201752 0.259853 0.64844 0.632258 0.335039 0.00666617 0 -0.02 0.0201805 2.30112 28011.8 119.471 68 0 121 0 12185.8 21129 235320 138041 316081 2.30112 0 4
1.43275e+09 0.331337 -0.50088 0.44202 -0.268915 0.654162 0.232218 0.667706 0.106676 0 -0.0222222 0.0737721 0.061914 26740.6 122.599 118 0 34 0 13999 24373 257326 153261 347744 0 0.247656 3
1.43275e+09 1.14219 -0.849146 0.201752 -0.00807477 0.698522 0.712345 0.067581 0.0518724 0 -0.025 0.0606408 1.04849 27406.4 123.85 65 0 107 0 14485.4 25145 280564 165915 376437 0.98476 0.254916 7
1.43275e+09 0.88136 -0.826992 0.44202 -0.498782 0.501457 0.470062 0.528014 0.123387 0 -0.0285714 0.0995475 0.061914 29921 141.989 120 0 43 0 17013.4 29282 348952 208492 469895 0 0.247656 3
