cost_weight: 1.2
information_weight: 1
IgnorantTotalIG weight: 0.25
OccupancyAwareTotalIG weight: 0.5
ClassicFrontier weight: 0
TotalUnknownIG weight: 0.5
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeIG weight: 1
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0
TotalNrOfFree weight: 0
TotalEntropy weight: 0
TotalNrOfNodes weight: 0
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost IgnorantTotalIG OccupancyAwareTotalIG ClassicFrontier TotalUnknownIG UnknownObjectSideFrontier UnknownObjectVolumeIG TotalOccupancyCertainty TotalNrOfOccupieds TotalNrOfFree TotalEntropy TotalNrOfNodes base_distance_cost arm_distance_cost energy_cost
1.43265e+09 1.58393 -0.597507 0.44202 0.669144 -0.229105 -0.655133 -0.265627 0.364468 0.0528339 -0.0125 0.138572 2.76831 103.018 0.625503 143 0 224 0 14736.2 27054 252510 172504 371017 2.49865 1.07865 7
1.43265e+09 0.595951 -0.76027 0.201752 0.216854 0.664058 0.652832 0.292938 0.314729 0.168373 -0.0133333 0.118777 1.91673 145.643 0.625503 385 0.625503 89 0 31508 57492 939520 571680 1.24594e+06 1.853 0.254916 7
1.43265e+09 1.8354 -0.00959906 0.44202 -0.705883 -0.0444051 0.706915 -0.00530168 0.227994 0.0590005 -0.0142857 0.111537 2.56785 107.807 0.625503 367 0.625503 288 0 41152.9 75019 1.35929e+06 810421 1.78063e+06 2.50594 0.247656 7
1.43265e+09 0.748114 0.823298 0.201752 0.696496 0.0537773 -0.0208116 0.71524 0.241517 0.00365432 -0.0153846 0.124465 1.91673 92.8511 0.625503 663 0.625503 332 0 47236.3 85975 1.5387e+06 907153 2.01464e+06 1.853 0.254916 7
1.43265e+09 1.0096 0.835403 0.44202 0.467736 0.530534 -0.496116 0.503613 0.360294 0.201303 -0.0166667 0.149783 0.061914 90.2264 0.798603 609 0.798603 175 0 47597.5 86662 1.67485e+06 975625 2.18302e+06 0 0.247656 3
1.43265e+09 0.164597 0.00959906 0.44202 -0.0444051 0.705883 0.00530168 0.706915 0.211202 0.093471 -0.0181818 0.1217 1.853 65.6284 0.798515 825 0.798515 150 0 48396.4 87949 1.83971e+06 1.05914e+06 2.38386e+06 1.853 0 4
1.43265e+09 0.402493 -0.583932 0.44202 -0.311155 0.635158 0.275423 0.651076 0.250399 0.0525123 -0.02 0.160863 2.30112 54.2645 0.625506 777 0.625506 198 0 49628.5 90305 1.87174e+06 1.07595e+06 2.42388e+06 2.30112 0 4
1.43265e+09 1.76027 -0.404049 0.201752 -0.316221 0.622898 0.66876 -0.254483 0.474665 0.225023 -0.0222222 0.21614 1.91673 51.4829 0.625503 530 0.625503 403 0 53880.2 98175 1.94e+06 1.11591e+06 2.51515e+06 1.853 0.254916 7
1.43265e+09 0.23973 0.404049 0.201752 0.622898 0.316221 0.254483 0.66876 0.464733 0.37849 -0.025 0.203247 2.87757 80.3393 0.625503 471 0.625503 180 0 55017.4 100281 2.02641e+06 1.15842e+06 2.62071e+06 2.87757 0 4
1.43265e+09 0.416068 0.597507 0.44202 0.229105 0.669144 -0.265627 0.655133 0.994402 1.08344 -0.0285714 0.42177 0.061914 35.2662 0.625503 859 0.625503 240 0 56275.5 102096 2.24936e+06 1.28164e+06 2.90549e+06 0 0.247656 3
